佈滿青苔的洞窟		樓	105	0	1	1	14400	0	100	380	353	380	353	0	15507	27	35	27	35	1	0	9482	100	0	0	0	0	0	0	1	103012	103012	103012	17964	17965	0	0	1	7	8	60	60	60	60	15	20	15	20	13004	18	20	1	3	0	214	1	15068	20	8	1	15070	20	8	1	15072	40	8	1	15074	40	8	1	15076	60	8	1	15079	60	8	1	15080	80	8	1	15081	80	8	1	12497	100	5	1	12499	100	5	1				-1	80031	100	80032	100	80033	100	80034	100	80035	100	80036	100	80037	100	80038	100	214	12
迷路之穴	第	層	107	0	1	1	7200	0	100	246	210	223	206	0	15800	11	13	11	13	1	1	9451	100	0	13547	13546	13541	13542	13540	103012	103012	17962	17963	17962	17963	0	0	1	8	10	30	50	30	50	10	20	10	20	13006	6	10	1	4	0	214	0	12114	30	5	1	12111	30	5	1	12135	40	5	2	12132	40	5	2	12127	40	5	3	12117	40	5	3	12118	50	3	4	12120	50	3	4	12109	60	4	5	12101	60	4	5				-1	5415	100																12
白龍城		樓	108	0	1	1	14400	0	15579	25	15	25	15	0	15589	15	27	15	27	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	19	19	30	100	30	100	10	20	10	20	14014	67	69	1	1	4	214	0																																												-1																		2
黑龍城		樓	109	0	1	1	14400	0	15578	24	26	24	26	0	15590	15	27	15	27	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	19	19	30	100	30	100	10	20	10	20	14014	67	69	1	1	4	214	0																																												-1																		7
白龍城	2	樓	110	0	1	1	14400	0	15583	25	15	25	15	0	15585	25	34	25	34	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	14014	69	71	1	1	4	214	0																																												-1																		2
黑龍城	2	樓	111	0	1	1	14400	0	15584	24	26	24	26	0	15586	24	40	24	40	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	14014	69	71	1	1	4	214	0																																												-1																		7
炎之洞窟	地下	樓	112	0	1	1	14400	0	15595	25	4	25	4	0	15596	10	8	10	8	1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	15	15	40	60	40	60	10	20	10	20	13008	130	137	1	3	4	215	1																																												-1																		8
炎之洞窟	地下	樓	113	0	1	1	14400	0	15596	10	74	10	74	0	15597	20	42	20	42	1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	10	10	40	60	40	60	10	20	10	20	13008	135	142	1	3	2	215	1																																												-1																		8
炎之洞窟	地下	樓	114	0	1	1	14400	0	15596	85	38	85	38	0	15598	20	42	20	42	1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	10	10	40	60	40	60	10	20	10	20	13008	135	142	1	3	2	215	1																																												-1																		8
傳送石		樓	200	0	1	1	14400	0	5004	61	56	61	56	0	5004	46	53	46	53	1	0	7639	100	0	0	0	0	0	0	0	103012	0	103012	17952	17953	0	0	1	5	5	100	120	100	120	20	20	20	20	14009	5	10	1	3	0	214	0																																									80066	3		-1																	201	0
傳送石		樓	201	0	1	1	14400	0	5004	59	26	59	26	0	5004	46	41	46	41	1	0	8069	100	0	0	0	0	0	0	0	103012	0	103012	12000	12002	0	0	1	5	5	100	120	100	120	20	20	20	20	14010	15	20	1	3	0	214	0																																									80067	3		-1																	201	4
傳送石		樓	202	0	1	1	28800	0	5004	38	22	38	22	0	5004	39	40	39	40	1	0	9491	100	0	0	0	0	0	0	0	103012	0	103012	17966	17967	0	0	1	5	5	100	120	100	120	20	20	20	20	14011	25	30	1	3	0	214	1	15082	20	10	1	15083	20	10	1	15084	20	10	2	15085	20	10	2	15086	20	10	3	15087	20	10	3	15088	20	10	4	15089	20	10	4	15090	20	10	5	15091	20	10	5	80068	3		-1																	201	12
傳送石		樓	203	0	1	1	28800	0	5004	19	26	19	26	0	5004	19	26	19	26	1	0	9369	100	0	0	0	0	0	0	0	103012	0	103012	13270	13271	0	0	1	5	5	100	120	100	120	20	20	20	20	14012	35	40	1	3	0	214	0	15000	20	10	1	15001	20	10	1	15002	20	10	2	15003	20	10	2	15004	20	10	3	15005	20	10	3	15006	20	10	4	15007	20	10	4	15008	20	10	5	15009	20	10	5	80069	3		-1																	201	8
傳送石		樓	204	0	1	1	43200	0	5004	16	56	16	56	0	5004	31	53	31	53	1	0	7804	100	0	0	0	0	0	0	0	103012	0	103012	13274	13275	0	0	1	5	5	100	120	100	120	20	20	20	20	14013	45	50	1	3	0	214	0	15097	20	10	1	15098	20	10	1	15099	20	10	2	15100	20	10	2	15101	20	10	3	15102	20	10	3	15103	20	10	4	15104	20	10	4	15105	20	10	5	15106	20	10	5	80070	3		-1																	201	10
阿魯巴斯的洞窟		樓	300	0	1	1	14400	0	15517	8	38	8	38	0	15518	91	66	91	66	1	0	7849	100	0	0	0	0	0	0	0	103012	13997	13996	13996	13997	0	0	1	15	16	30	100	30	100	15	20	15	20	15000	20	23	1	3	4	214	0	12202	10	5	1	12203	10	5	1	12204	10	5	1	12205	10	5	1	12206	10	5	1	12207	10	5	1	12208	10	5	1	12209	10	5	1	12210	10	5	1	12211	10	5	1				-1	6107	100															210	6
黑色的祈禱	地下	樓	301	0	1	1	14400	0	16507	14	14	14	14	0	16508	39	5	39	5	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	6	6	40	80	40	80	10	20	10	20	15001	20	23	1	3	4	214	0	15011	10	5	1	15012	10	5	1	15013	10	5	1	15014	10	5	1	15015	10	5	1	15016	10	5	1	15017	10	5	1	15018	10	5	1	15019	10	5	1	15020	10	5	1				-1	6303	100	6304	100													214	6
羅連斯研究塔		樓	302	0	1	1	14400	0	23003	42	21	42	21	0	23001	23	45	23	45	1	0	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	16	16	40	80	40	80	10	20	10	20	15002	22	25	1	3	6	214	0																																												-1																	214	0
砂漠之祠	地下	樓	303	0	1	1	21600	0	300	570	300	640	400	0	13022	7	4	7	4	1	1	7804	100	0	13081	13109	13087	13083	13096	103012	103012	13998	13999	13998	13999	0	0	1	5	5	50	90	50	90	15	20	15	20	15003	26	28	1	3	1	213	1	12202	30	1	1	12203	30	1	1	12207	30	1	1	12209	30	1	1	12216	30	1	1	12219	30	1	1	12221	30	1	1	12212	30	1	1	12224	30	1	1	12217	30	1	1				-1																	211	2
砂塵的洞窟	地下	樓	304	0	1	1	14400	0	3355	11	5	11	5	0						1	1	9609	100	0	0	0	0	0	0	13275	13274	13275	13274	13274	13275	0	0	1	8	12	60	80	60	80	16	20	16	20	15004	25	28	1	3	6	215	1	15623	25	1	1	15625	25	1	1	15627	25	1	1	15629	25	1	1	15631	25	1	1	15633	25	1	1	15635	25	1	1	15637	25	1	1	15639	25	1	1	15641	25	1	1	80071	3		3	63019	100	63020	100	63021	100											213	12
峽之洞窟	地下	樓	305	0	1	1	14400	0	15525	23	5	23	5	0	15526	8	7	8	7	1	1	7807	100	0	0	0	0	0	0	17955	17954	17954	17955	17954	17955	0	0	1	10	10	60	80	60	80	10	20	15	25	15005	43	47	1	4	5	213	1																																												-1																	213	6
峽之洞窟	地上	樓	306	0	1	1	14400	0	15526	91	7	91	7	0	15530	16	21	16	21	1	0	7807	100	0	0	0	0	0	0	17954	17955	17955	17954	17954	17955	0	0	1	10	10	90	100	90	100	15	20	15	20	15006	47	51	1	4	6	213	1																																												-1																		6
風之洞窟		樓	307	0	1	1	14400	0	15564	23	5	23	5	0	15565	25	22	25	22	1	0	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17990	17991	0	0	1	9	9	40	60	40	60	10	20	10	20	15007	27	29	1	3	4	215	1																																												-1																		3
風之洞窟	1	樓	308	0	1	1	14400	0	15566	10	8	10	8	0	15567	5	3	5	3	1	0	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17990	17991	0	0	1	9	9	40	60	40	60	10	20	10	20	15007	30	32	1	3	4	215	1																																												-1																		3
迷路的龍之巢	地下	樓	309	0	1	1	10800	0	15568	58	45	58	45	0	15574	6	6	6	6	1	1	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17990	17991	0	0	1	16	16	60	80	60	80	10	20	10	20	15007	30	35	1	3	2	215	1																																												-1																		5
貝茲雷姆的迷宮		樓	400	0	1	1	14400	0	16510	25	7	25	7	0	16511	26	72	26	72	1	0	1191	100	0	17065	17065	17065	17065	17065	103012	103012	103012	103012	12000	12002	0	0	1	12	12	60	80	60	80	10	20	10	20	16000	35	37	1	3	6	214	0																																												-1																	214	0
科學家的牢房	地下	樓	401	0	1	1	14400	0	4402	16	13	16	13	0	4430	20	17	20	17	1	1	3077	100	0	17088	17088	17088	17088	17088	0	11574	0	103012	13996	13997	0	0	1	5	5	50	80	50	80	10	20	10	20	16001	20	22	1	3	1	215	0	17088	20	3	1	17087	20	3	1	17089	20	3	1	17092	20	1	2	17093	20	1	2	17094	20	1	2	17095	20	1	2	10684	5	80	3												-1																		12
積雪的山路	海拔	00M	402	0	1	1	14400	0	402	84	193	84	193	0	15522	41	40	41	40	1	0	8175	100	0	0	0	0	0	0	103012	103012	17957	17956	17956	17957	0	0	1	20	24	40	40	40	80	10	20	10	20	16003	125	132	1	4	8	215	0	11622	100	5	1	11623	100	5	1	11624	100	5	1	15000	100	1	1	15003	100	1	1	15005	100	1	1	15007	100	1	1	15009	100	1	1												-1																	202	12
蜥蜴之巢	地下	樓	403	0	1	1	10800	0	16521	10	13	10	13	0	16520	10	15	10	15	1	1	3009	100	0	17089	17088	17089	17088	17087	12002	12000	12000	12002	12000	12002	17090	17091	1	10	10	60	60	60	60	20	30	20	30	12010	35	40	1	4	5	215	0	12002	10	1	1	11035	100	8	2	11022	1	1	1	10018	100	16	1	11017	100	4	2	10021	100	6	1	10017	100	18	1	11016	100	16	2	10032	100	2	1	10033	100	1	1				-1	5400	100	5401	100	5402	100	5403	100	5404	100	5405	100						12
奇怪的坑道	地下	樓	404	0	1	1	14400	0	400	356	345	373	450	0	15531	12	64	12	64	1	1	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	17954	17955	0	0	1	12	16	50	60	50	60	15	20	15	20	16004	27	30	1	3	7	213	1																																									5307	1	5246	18																		6
永久凍土	第	層	406	0	1	1	14400	0	15536	21	8	21	8	0	15537	24	15	24	15	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	36	36	40	60	40	60	10	20	10	20	16005	56	64	1	3	18	216	1																																												-1																		9
深淵	第	層	407	0	1	1	14400	0	15538	14	7	14	7	0	15539	30	21	30	21	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	36	36	40	60	40	60	10	20	10	20	16006	55	64	1	3	18	216	1	15011	20	10	1	15012	20	10	1	15013	20	10	2	15014	20	10	2	15015	20	10	3	15016	20	10	3	15017	20	10	4	15018	20	10	4	15019	20	10	5	15020	20	10	5				-1																		12
詢問之地		樓	408	0	1	1	14400	0	15552	18	15	18	15	0	15557	13	9	13	9	1	0	1003	100	0	17089	17089	17089	17089	17087	103012	103012	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16007	61	62	1	1	4	214	0																																												-1																		2
詢問之地		樓	409	0	1	1	14400	0	15552	18	39	18	39	0	15558	13	9	13	9	1	0	1003	100	0	17089	17089	17089	17089	17087	103012	103012	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16007	61	62	1	1	4	214	0																																												-1																		7
詢問之地	1	樓	410	0	1	1	14400	0	15557	16	18	16	18	0	15548	13	9	13	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16007	62	63	1	1	4	214	0																																												-1																		2
詢問之地	1	樓	411	0	1	1	14400	0	15557	10	18	10	18	0	15550	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16007	62	63	1	1	4	214	0																																												-1																		0
詢問之地	1	樓	412	0	1	1	14400	0	15558	16	18	16	18	0	15550	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16007	62	63	1	1	4	214	0																																												-1																		0
詢問之地	1	樓	413	0	1	1	14400	0	15558	10	18	10	18	0	15549	13	9	13	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16007	62	63	1	1	4	214	0																																												-1																		7
詢問之地	2	樓	414	0	1	1	14400	0	15548	16	18	16	18	0	15559	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16008	63	64	1	1	4	214	0																																												-1																		2
詢問之地	2	樓	415	0	1	1	14400	0	15548	10	18	10	18	0	15553	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16008	63	64	1	1	4	214	0																																												-1																		0
詢問之地	2	樓	416	0	1	1	14400	0	15550	16	18	16	18	0	15559	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16008	63	64	1	1	4	214	0																																												-1																		2
詢問之地	2	樓	417	0	1	1	14400	0	15550	10	18	10	18	0	15560	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16008	63	64	1	1	4	214	0																																												-1																		7
詢問之地	2	樓	418	0	1	1	14400	0	15549	16	18	16	18	0	15553	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16008	63	64	1	1	4	214	0																																												-1																		0
詢問之地	2	樓	419	0	1	1	14400	0	15549	10	18	10	18	0	15560	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16008	63	64	1	1	4	214	0																																												-1																		7
詢問之地	3	樓	420	0	1	1	14400	0	15559	16	18	16	18	0	15554	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		2
詢問之地	3	樓	421	0	1	1	14400	0	15559	10	18	10	18	0	15556	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		0
詢問之地	3	樓	422	0	1	1	14400	0	15553	16	18	16	18	0	15554	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		2
詢問之地	3	樓	423	0	1	1	14400	0	15553	13	18	13	18	0	15556	13	9	13	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		0
詢問之地	3	樓	424	0	1	1	14400	0	15553	10	18	10	18	0	15555	14	9	14	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		7
詢問之地	3	樓	425	0	1	1	14400	0	15560	16	18	16	18	0	15556	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		0
詢問之地	3	樓	426	0	1	1	14400	0	15560	10	18	10	18	0	15555	12	9	12	9	1	0	1003	100	0	17089	17089	17089	17089	17087	13996	13997	13997	13996	13996	13997	0	0	1	9	9	30	100	30	100	10	20	10	20	16009	64	65	1	1	4	214	0																																												-1																		7
#SS		樓	500	0	1	1	14400	0	666	2	2	2	2	0						1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	13268	13269	0	0	1	2	2	40	60	40	60	10	20	10	20	1000	1	5	1	3	10	214	0	15022	20	10	1	15023	20	10	1	15024	20	10	2	15025	20	10	2	15026	20	10	3	15027	20	10	3	15028	20	10	4	15029	20	10	4	15030	20	10	5	15031	20	10	5	80006	3		-1																	202	12
#NN		樓	501	0	1	1	14400	0	666	4	2	4	2	0						1	0	7804	100	0	0	0	0	0	0	103012	103012	103012	103012	13274	13275	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0	15097	20	10	1	15098	20	10	1	15099	20	10	2	15100	20	10	2	15101	20	10	3	15102	20	10	3	15103	20	10	4	15104	20	10	4	15105	20	10	5	15106	20	10	5				-1																	202	12
#QQ		樓	502	0	1	1	14400	0	666	6	2	6	2	0						1	0	7845	100	0	0	0	0	0	0	103012	103012	103012	103012	13998	13999	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0	15107	20	10	1	15108	20	10	1	15109	20	10	2	15110	20	10	2	15111	20	10	3	15112	20	10	3	15113	20	10	4	15114	20	10	4	15115	20	10	5	15116	20	10	5				-1																	202	12
#RR		樓	503	0	1	1	14400	0	666	8	2	8	2	0						1	0	7849	100	0	0	0	0	0	0	103012	103012	103012	103012	13996	13997	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#QR		樓	504	0	1	1	14400	0	666	10	2	10	2	0						1	0	7853	100	0	0	0	0	0	0	103012	103012	103012	103012	12000	12002	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#QN		樓	505	0	1	1	14400	0	666	12	2	12	2	0						1	0	7997	100	0	0	0	0	0	0	103012	103012	103012	103012	12000	12002	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#RN		樓	506	0	1	1	14400	0	666	14	2	14	2	0						1	0	8033	100	0	0	0	0	0	0	103012	103012	103012	103012	12000	12002	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#QO		樓	507	0	1	1	14400	0	666	16	2	16	2	0						1	0	8069	100	0	0	0	0	0	0	103012	103012	103012	103012	12000	12002	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#RO		樓	508	0	1	1	14400	0	666	18	2	18	2	0						1	0	8105	100	0	0	0	0	0	0	103012	103012	103012	103012	12000	12002	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#UU		樓	509	0	1	1	14400	0	666	20	2	20	2	0						1	0	9369	100	0	0	0	0	0	0	103012	103012	103012	103012	13270	13271	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0	15000	20	10	1	15001	20	10	1	15002	20	10	2	15003	20	10	2	15004	20	10	3	15005	20	10	3	15006	20	10	4	15007	20	10	4	15008	20	10	5	15009	20	10	5				-1																	202	12
