吸血魔法	31	130031	3	6	1	10000	100	255	2	1		1000				0	70	200
中毒魔法	32	130032	3	6	1	100	100	255	2	1		1000				0	80	200
昏睡魔法	33	130033	3	6	1	100	100	255	2	1		1000				0	80	200
石化魔法	34	130034	3	6	1	100	100	255	2	1		1000				0	80	200
酒醉魔法	35	130035	3	6	1	100	100	255	2	1		1000				0	80	200
混亂魔法	36	130036	3	6	1	100	100	255	2	1		1000				0	80	200
遺忘魔法	37	130037	3	6	1	100	100	255	2	1		1000				0	80	200
強力中毒魔法	38	130038	3	6	1	5000	100	255	2	1		1000				0	80	200
強力昏睡魔法	39	130039	3	6	1	5000	100	255	2	1		1000				0	80	200
強力石化魔法	40	130040	3	6	1	5000	100	255	2	1		1000				0	80	200
強力酒醉魔法	41	130041	3	6	1	5000	100	255	2	1		1000				0	80	200
強力混亂魔法	42	130042	3	6	1	5000	100	255	2	1		1000				0	80	200
強力遺忘魔法	43	130043	3	6	1	5000	100	255	2	1		1000				0	80	200
超強中毒魔法	44	130044	3	6	1	10000	100	255	2	1		1000				0	80	200
超強昏睡魔法	45	130045	3	6	1	10000	100	255	2	1		1000				0	80	200
超強石化魔法	46	130046	3	6	1	10000	100	255	2	1		1000				0	80	200
超強酒醉魔法	47	130047	3	6	1	10000	100	255	2	1		1000				0	80	200
超強混亂魔法	48	130048	3	6	1	10000	100	255	2	1		1000				0	80	200
超強遺忘魔法	49	130049	3	6	1	10000	100	255	2	1		1000				0	80	200
大地的祈禱	50	130050	3	6	1	10000	100	255	3	1		1000				0	80	200
海洋的祈禱	51	130051	3	6	1	10000	100	255	3	1		1000				0	80	200
火焰的祈禱	52	130052	3	6	1	10000	100	255	3	1		1000				0	80	200
雲群的祈禱	53	130053	3	6	1	10000	100	255	3	1		1000				0	80	200
屬性反轉	54	130054	3	6	1	10000	100	255	3	1		1000				0	80	200
攻擊反彈	55	130055	3	6	1	5000	100	255	4	1		1000				0	130	200
魔法反彈	56	130056	3	6	1	5000	100	255	4	1		1000				0	130	200
攻擊吸收	57	130057	3	6	1	5000	100	255	4	1		1000				0	130	200
魔法吸收	58	130058	3	6	1	5000	100	255	4	1		1000				0	130	200
攻擊無效	59	130059	3	6	1	5000	100	255	4	1		1000				0	130	200
魔法無效	60	130060	3	6	1	5000	100	255	4	1		1000				0	130	200
補血魔法	61	130061	3	6	4	100	100	255	4	1		1000				0	70	200
強力補血魔法	62	130062	3	6	4	100	100	255	4	1		1000				0	70	200
超強補血魔法	63	130063	3	6	4	15000	100	255	4	1		1000				0	70	200
恢復魔法	64	130064	3	6	4	5000	100	255	4	1		1000				0	70	200
強力恢復魔法	65	130065	3	6	4	10000	100	255	4	1		1000				0	70	200
超強恢復魔法	66	130066	3	6	4	15000	100	255	4	1		1000				0	70	200
潔淨魔法	67	130067	3	6	3	5000	100	255	3	1		1000				0	70	200
氣絕回復	68	130068	3	6	1	100	100	255	3	1		1000				0	70	200
精靈的盟約	69	130069	0	6	5	100	100	255	2	1		1000				0	90	200
寵物強化	70	130070	0	10	1	100	100	255	2	1		1000				0	100	200
調教	71	130071	0	6	1	100	100	255	2	1		1000				0	110	200
竊盜	72	130072	1	6	1	5000	100	255	3	1		1000				0	120	200
攻擊	73		1	6	1	100	100	255	2	1		1000				0		
防禦	74		1	6	1	100	100	255	2	1		1000				0		
毒性攻擊	75		1	6	1	100	100	143	2	1		1000				0		
昏睡攻擊	76		1	6	1	100	100	143	2	1		1000				0		
石化攻擊	77		1	6	1	100	100	143	2	1		1000				0		
酒醉攻擊	78		1	6	1	100	100	143	2	1		1000				0		
混亂攻擊	79		1	6	1	100	100	143	2	1		1000				0		
遺忘攻擊	80		1	6	1	100	100	143	2	1		1000				0		
吸血攻擊	81		1	6	1	100	100	143	2	1		1000				0		
捨命的一擊	82		1	6	1	100	100	255	2	1		1000				0		
生命的意義	83		1	6	1	100	100	255	2	1		1000				0		
掠奪經驗值	84		3	6	1	100	100	143	2	1		1000				0		
破壞裝備	85		1	6	1	100	100	143	2	1		1000				0		
死神的鐮刀	86		3	6	1	100	100	255	2	1		1000				0		
金錢攻擊	87		1	6	1	100	100	143	2	1		1000				0		
魔法封印	88		3	6	1	100	100	255	2	1		1000				0		
寵物郵件	89		2	6	1	100	100		2	1	3	1000				0		
召喚	93		1	6	1	100	100	255	2	1		1000				0		
混亂攻擊	94	130094	1	0	1	4400	100	128	2	1		1000				0	140	200
亂射	95		1	0	1	5000	100	16	2	1		1000				0	40	200
暗殺	96		0	0	4	5000	100	143	2	1		1000				0	150	200
大地之怒	97		1	0	1	5000	100	255	2	1		1000				0		
跳舞	98		1	0	1	5000	100	255	6	1		1000				0	160	200
捷舞	99	109900	1	0	1	2000	100	255	4	1		1000				0	160	200
霹靂舞	100	110000	1	0	1	7700	100	255	4	1		1000				0	160	200
黏巴達舞	101	110100	1	0	1	2000	100	255	4	1		1000				0	160	200
梭舞	102	110000	1	0	1	7700	100	255	4	1		1000				0	160	200
啪啦啪啦舞	103	110300	1	0	1	2000	100	255	4	1		1000				0	160	200
浩室舞	104	110400	1	0	1	7700	100	255	4	1		1000				0	160	200
飛燕亂舞	105		1	0	1	10000	100	1	1	1		1000				0	10	200
分身	106		1	0	1	10000	100	207	1	1		1000				0	150	200
洞察	107		1	0	1	10000	100	255	1	1		1000				0	410	200
獅子吼	112		1	0	1	10000	100	128	1	1		1000				0	140	200
逃跑	150		1	6	1	100	100	255	2	1		1000				0		
移位	160		1	6	1	100	100	255	2	1		1000				0		
什麼也不做	170		1	6	1	100	100	255	2	1		1000				0		
鑄劍	200		2	6	5	100	100	255	2	3	0	1000	2	4	-2	0	200	200
造斧	201		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	210	200
造槍	202		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	220	200
造弓	203		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	230	200
造杖	204		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	240	200
造投擲武器	205		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	250	200
煉金	206		2	10	5	100	100	255	2	3	0	1000	1	1	1	0		200
造頭盔	207		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	270	200
制帽子	208		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	280	200
造鎧	209		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	290	200
制衣服	210		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	300	200
制長袍	211		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	310	200
制長靴	212		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	320	200
制鞋	213		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	330	200
造盾	214		2	0	5	100	100	255	2	3	0	1000	2	4	-2	0	340	200
料理	215		2	0	5	100	100	255	2	3	0	1000	-2	3	3	0	350	200
製藥	216		2	0	5	100	100	255	2	3	0	1000	-2	2	4	0	360	200
修理武器	217		2	10	5	100	100	255	2	2	1	1000	3	3	-2	0	370	200
修理防具	218		2	10	5	100	100	255	2	2	1	1000	3	3	-2	0	380	200
鑒定	219		2	10	5	100	100	255	2	2	1	1000	-2	1	5	0	390	200
刻印	220		2	1	5	100	100	255	2	1	1	1000			1	1		
變裝	221	130221	2	6	1	5000	100		5	1	2	1000	0	0	0	0	410	200
變身	222	130222	2	6	1	5000	100		5	1	2	1000	0	0	0	0	420	200
急救	223		2	6	1	100	100		2	2	2	1000	3	-2	3	0	430	200
治療	224		2	6	1	100	100		2	2	2	1000	1	-2	5	0	440	200
伐木	225		2	6	1	100	100		2	1	3	1000	5	1	-2	0	450	200
狩獵	226		2	6	1	100	100		2	1	3	1000	5	1	-2	0	460	200
挖掘	227		2	6	1	100	100		2	1	3	1000	5	1	-2	0	470	200
挖掘體驗	250		2	1	1	0	100		0	3	3	1000				1		
伐木體驗	251		2	1	1	0	100		0	3	3	1000				1		
鍛造體驗	252		2	1	1	0	100		0	3	0	1000				1		
狩獵體驗	253		2	1	1	0	100		0	3	3	1000				1		
釣魚	254		2	6	1		100		2	1	3	1000				0		
裝飾	255	130228	2	0	5	10000	100		1	1	0	1000	0	0	0	1		
帶寵物散步	256	3007010	0	6	1	100	100		2	1		1000				0		
突風	257	54	1		1	100	100		2	1		1000				0		
アシッド	258	54	1		1	100	100		2	1		1000				0		
バリア	259	54	1		1	100	100		2	1		1000				0		
座騎	260	3007207	1		2	5000	100		2	1		1000				0		
人寵合擊ATK	261	3007386	1		1	5000	100		2	1		1000				0		
等級控制	262		1		1	5000	100		2	1		1000				0		
人寵合擊MND	263	3007386	1		1	5000	100		2	1		1000				0		
戒驕戒躁	1001	3007166	1	6	1	6000	100	135	2	1		1000				0	20	105
一擊必中	1002	3007166	1	6	1	6000	100	112	2	1		1000				0		105
毒擊	1003	3007190	1	6	1	6000	100	120	2	1		1000				0		105
一石二鳥	1004	3007191	1	6	1	6000	100	135	2	1		1000				0	30	105
騎士之譽	1005	3007192	1	6	2	6000	100	135	2	1		1000				0	30	105
迅速果斷	1006	3007193	1	6	1	6000	100	143	2	1		1000				0	10	105
羊頭狗肉	1007	3007194	1	6	1	6000	100	255	3	1		1000				0		
虛死為上	1008	3007195	0	6	4	6000	100	135	2	1		1000				0		105
騎乘	1009	3007196	4	6	5	6000	100	0	2	1		1000				0		100
因果報應	1010	3007201	1	6	1	6000	100	64	2	1		1000				0		105
精神衝擊波	1011	3007382	3	6	1	6000	100	255	2	1		1000				0		105
剪取	2000		2	6	1	100	100		2	1	3	1000	5	1	-2	0	1010	200
炸彈轉化	2001	1109393	2	0	5	5000	100	255	2	2	0	1000	-2	3	3	0	1000	200
投擲	2002	1109394	3	1	1	5000	100	255	1	1		1000				0	0	200
剪取體驗	2003		2	1	1	0	100		0	3	3	1000				1		
飾品鑄造	2004	1109735	2	0	5	10000	100	255	2	1	0	1000	-2	1	2	0	0	200
追月	2005	1110189	1	6	1	10000	100	7	2	1		1000				0		200
爆破箭	2006	1110189	1	10	1	10000	100	16	2	1		1000				0		200
無限追月	2007	1110189	1	10	1	10000	100	7	2	1		1000				0		200
爆破飛鏢	2008	1110189	1	10	1	10000	100	32	2	1		1000				0		200
活殺鬥氣彈	2009	1110189	1	10	1	10000	100	128	2	1		1000				0		200
#
連攜被動	508	130071	0	6	4	5000	100	255	2	1		1000				0	0	0
寶可培育	228		2	1	5	30000	100	255	2	1	0	1000				0	100	200
寶可陷阱	229		2	1	1	30000	100		2	1	3	1000				0	110	200
寵物技能	2011	1110189	1	10	1	10000	100	255	2	1		1000				0		200
完全治癒術	2010	1110189	3	10	1	10000	100	8	2	1		1000				0		200
寵物物理技能	2011	1110189	1	10	1	10000	100	255	2	1		1000				0		0
寵物魔法技能	2012	1110189	3	10	1	10000	100	255	2	1		1000				0		0
雷爆之術	2013	130004	1	6	1	100	100	8	2	2		1000				0		
超強雷爆之術	2014	130004	1	6	1	100	100	8	2	2		1000				0		
#攻擊強化之術	2015	130004	1	6	1	100	100	8	2	2		1000				0		
倍化之術	2015	130004	1	6	1	100	100	8	2	2		1000				0		
防禦強化之術	2016	130004	1	6	1	100	100	8	2	2		1000				0		
七罪權能	3100		1	6	1	5000	100	255	2	1		1000				0		
