魔導士		74	1	20000	100000						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
大魔導師		75	1	40000	160000						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
狂魔導師		76	1	20000	10000000						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
法王		77	1	20000	10000000						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
見習咒術師		81	1	0	0						0	0	0	4	0	3	0	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
咒術師		82	1	5000	10000						0	0	0	6	0	3	0	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6					
王宮咒術師		83	1	10000	50000						0	0	0	8	0	4	0	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8					
降頭師		84	1	20000	100000						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
咒術大師		85	1	40000	160000						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10					
右月咒縛者		86	1	20000	10000000						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10					
左月咒縛者		87	1	20000	10000000						0	0	0	11	0	5	0	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10					
見習封印師		91	1	0	0						3	3	3	3	3	3	3	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
封印師		92	1	5000	10000	69					3	3	3	4	3	3	3	0	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宮封印師		93	1	10000	50000	69					3	3	3	5	4	4	4	0	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
封印術師範		94	1	20000	100000	69					4	4	4	6	4	4	4	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
封印大師		95	1	40000	160000	69					5	5	5	7	5	5	5	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
黑暗召喚師		96	1	20000	10000000	69					5	5	5	7	5	5	5	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
惡魔召喚師		97	1	20000	10000000	69					5	5	5	7	5	5	5	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
見習飼養師		101	1	0	0						3	3	3	3	3	3	4	0	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
飼養師		102	1	5000	10000	70					3	3	3	3	3	3	6	0	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宮飼養師		103	1	10000	50000	70					4	4	4	4	4	4	8	0	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
高級飼養師		104	1	20000	100000	70					4	4	4	4	4	4	10	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
飼養大師		105	1	40000	160000	70					5	5	5	5	5	5	11	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
頂尖飼養師		106	1	20000	10000000	70					5	5	5	5	5	5	11	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
星之飼養師		107	1	20000	10000000	70					5	5	5	5	5	5	11	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
見習馴獸師		111	1	0	0						3	3	3	3	3	4	3	0	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
馴獸師		112	1	5000	10000	71					3	3	3	3	3	6	3	0	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宮馴獸師		113	1	10000	50000	71					4	4	4	4	4	8	4	0	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
馴獸師範		114	1	20000	100000	71					4	4	4	4	4	10	4	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
馴獸大師		115	1	40000	160000	71					5	5	5	5	5	11	5	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
偉大馴獸師		116	1	20000	10000000	71					5	5	5	5	5	11	5	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
黑暗馴獸師		117	1	20000	10000000	71					5	5	5	5	5	11	5	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
見習盜賊		121	1	0	0						3	3	3	3	3	4	3	0	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
盜賊		122	1	5000	10000	72					3	3	3	3	3	6	4	0	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
小偷		123	1	10000	50000	72					4	4	4	4	4	8	5	0	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
詐欺師		124	1	20000	100000	72					4	4	4	4	4	10	6	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
神偷		125	1	40000	160000	72					5	5	5	5	5	11	7	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
怪盜		126	1	20000	10000000	72					5	5	5	5	5	11	7	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
盜賊王		127	1	20000	10000000	72					5	5	5	5	5	11	7	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
見習巫師		131	1	0	0						0	0	0	4	0	0	3	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
巫師		132	1	5000	10000	64	67	65	66		0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
王宮巫師		133	1	10000	50000	64	67	65	66		0	0	0	8	0	0	4	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
巫術大師		134	1	20000	100000	64	67	65	66		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
巫王		135	1	40000	160000	64	67	65	66		0	0	0	11	0	0	5	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
阿斯提亞神官		136	1	20000	10000000	64	67	65	66		0	0	0	11	0	0	5	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
哈貝魯先知		137	1	20000	10000000	64	67	65	66		0	0	0	11	0	0	5	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
見習格鬥士		141	1	0	0						0	0	0	0	0	0	0	4	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
格鬥士		142	1	5000	10000	94					0	0	0	0	0	0	0	6	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
格鬥專家		143	1	10000	50000	94					0	0	0	0	0	0	0	8	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
格鬥家師範		144	1	20000	100000	94					0	0	0	0	0	0	0	10	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
格鬥王		145	1	40000	160000	94					0	0	0	0	0	0	0	11	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
鐵拳王		146	1	20000	10000000	94					0	0	0	0	0	0	0	12	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
拳聖		147	1	20000	10000000	94					0	0	0	0	0	0	0	13	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
初級忍者		151	1	0	0						2	2	2	0	2	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4					
中級忍者		152	1	5000	10000	96					4	4	4	0	4	6	6	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	4				
上級忍者		153	1	10000	50000	96					6	6	6	0	6	8	8	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	6				
影		154	1	20000	100000	96					8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10	8				
陰		155	1	40000	160000	96					10	10	10	0	10	11	11	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10	10				
闇		156	1	20000	10000000	96					10	10	10	0	10	11	11	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10	10				
隱		157	1	20000	10000000	96					10	10	10	0	10	11	11	0	1	1	0	1	0	1	1	10	10	10	10	10	10	10	10	10				
見習舞者		161	1	0	0						3	3	3	3	3	3	4	0	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
串場藝人		162	1	5000	10000	98					3	3	3	3	3	4	6	0	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
舞者		163	1	10000	50000	98					4	4	4	4	4	5	8	0	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
超級巨星		164	1	20000	100000	98					4	4	4	4	4	6	10	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
國際巨星		165	1	40000	160000	98					5	5	5	5	5	7	11	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
星之舞者		166	1	20000	10000000	98					5	5	5	5	5	7	11	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
月之舞者		167	1	20000	10000000	98					5	5	5	5	5	7	11	0	0	11	0	11	0	0	11	10	10	10	10	10	10	10	10	10				
鑄劍學徒		201	2	0	0						4	2	2	2	2	2	2	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
鑄劍工		202	2	5000	4000	200					6	2	2	2	2	2	2	0	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深鑄劍師傅		203	2	10000	14000	200					8	3	3	3	3	3	3	0	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用鑄劍師		204	2	20000	29000	200					10	3	3	3	3	3	3	0	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
鑄劍名師		205	2	40000	47000	200					11	4	4	4	4	4	4	0	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
鑄劍巨匠		206	2	20000	10000000	200					11	5	5	5	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
鑄劍神匠		207	2	20000	10000000	200					11	5	5	5	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造斧學徒		211	2	0	0						2	4	2	2	2	2	2	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造斧工		212	2	5000	4000	201					2	6	2	2	2	2	2	0	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深造斧師傅		213	2	10000	14000	201					3	8	3	3	3	3	3	0	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造斧師		214	2	20000	29000	201					3	10	3	3	3	3	3	0	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造斧名師		215	2	40000	47000	201					4	11	4	4	4	4	4	0	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
造斧巨匠		216	2	20000	10000000	201					5	11	5	5	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造斧神匠		217	2	20000	10000000	201					5	11	5	5	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造槍學徒		221	2	0	0						2	2	4	2	2	2	2	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造槍工		222	2	5000	4000	202					2	2	6	2	2	2	2	0	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深造槍師傅		223	2	10000	14000	202					3	3	8	3	3	3	3	0	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造槍師		224	2	20000	29000	202					3	3	10	3	3	3	3	0	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造槍名師		225	2	40000	47000	202					4	4	11	4	4	4	4	0	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
造槍巨匠		226	2	20000	10000000	202					5	5	11	5	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造槍神匠		227	2	20000	10000000	202					5	5	11	5	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造弓學徒		231	2	0	0						2	2	2	2	4	2	2	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造弓工		232	2	5000	4000	203					2	2	2	2	6	2	2	0	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深造弓師傅		233	2	10000	14000	203					3	3	3	3	8	3	3	0	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造弓師		234	2	20000	29000	203					3	3	3	3	10	3	3	0	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造弓名師		235	2	40000	47000	203					4	4	4	4	11	4	4	0	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
造弓巨匠		236	2	20000	10000000	203					5	5	5	5	11	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造弓神匠		237	2	20000	1000000	203					5	5	5	5	11	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造杖學徒		241	2	0	0						2	2	2	4	2	2	2	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造杖工		242	2	5000	4000	204					2	2	2	6	2	2	2	0	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深造杖師傅		243	2	10000	14000	204					3	3	3	8	3	3	3	0	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造杖師		244	2	20000	29000	204					3	3	3	10	3	3	3	0	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造杖名師		245	2	40000	47000	204					4	4	4	11	4	4	4	0	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
造杖巨匠		246	2	20000	1000000	204					5	5	5	11	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造杖神匠		247	2	20000	1000000	204					5	5	5	11	5	5	5	0	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
投擲武器學徒		251	2	0	0						2	2	2	2	2	2	4	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
投擲武器工		252	2	5000	4000	205					2	2	2	2	2	2	6	0	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深投擲武器師傅		253	2	10000	14000	205					3	3	3	3	3	3	8	0	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用投擲武器師傅		254	2	20000	29000	205					3	3	3	3	3	3	10	0	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
投擲武器名師		255	2	40000	47000	205					4	4	4	4	4	4	11	0	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
投擲武器巨匠		256	2	20000	1000000	205					5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
投擲武器神匠		257	2	20000	1000000	205					5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
小刀學徒		261	2	0	0						2	2	2	2	2	4	2	0	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
小刀工		262	2	5000	4000	206					2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深小刀師傅		263	2	10000	14000	206					3	3	3	3	3	8	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用小刀師傅		264	2	20000	29000	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
小刀名師		265	2	40000	47000	206					4	4	4	4	4	11	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
小刀巨匠		266	2	20000	1000000	206					5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
小刀神匠		267	2	20000	1000000	206					5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
頭盔學徒		271	2	0	0						2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
頭盔工		272	2	5000	4000	207					2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深頭盔師傅		273	2	10000	14000	207					3	3	3	3	3	3	3	3	8	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用頭盔師傅		274	2	20000	29000	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
頭盔名師		275	2	40000	47000	207					4	4	4	4	4	4	4	4	11	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
頭盔巨匠		276	2	20000	1000000	207					5	5	5	5	5	5	5	5	11	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
頭盔神匠		277	2	20000	1000000	207					5	5	5	5	5	5	5	5	11	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
帽子學徒		281	2	0	0						2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	4	4	4	4	4	4	4	4					
帽子工		282	2	5000	4000	208					2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深帽子師傅		283	2	10000	14000	208					3	3	3	3	3	3	3	3	3	8	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用帽子師傅		284	2	20000	29000	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
帽子名師		285	2	40000	47000	208					4	4	4	4	4	4	4	4	4	11	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
帽子巨匠		286	2	20000	1000000	208					5	5	5	5	5	5	5	5	5	11	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
帽子神匠		287	2	20000	1000000	208					5	5	5	5	5	5	5	5	5	11	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
鎧甲學徒		291	2	0	0						2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	4	4	4	4	4	4	4	4					
鎧甲工		292	2	5000	4000	209					2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深鎧甲師傅		293	2	10000	14000	209					3	3	3	3	3	3	3	3	3	3	8	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用鎧甲師傅		294	2	20000	29000	209					3	3	3	3	3	3	3	3	3	3	10	3	3	3	3	10	10	10	10	10	10	10	10	8				
鎧甲名師		295	2	40000	47000	209					4	4	4	4	4	4	4	4	4	4	11	4	4	4	4	10	10	10	10	10	10	10	10	10				
鎧甲巨匠		296	2	40000	1000000	209					4	4	4	4	4	4	4	4	4	4	11	4	4	4	4	10	10	10	10	10	10	10	10	10				
鎧甲神匠		297	2	20000	1000000	209					5	5	5	5	5	5	5	5	5	5	11	5	5	5	5	10	10	10	10	10	10	10	10	10				
裁縫學徒		301	2	0	0						2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	4	4	4	4	4	4	4	4					
裁縫工		302	2	5000	4000	210					2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	6	6	6	6	6	6	6	6	4				
資深裁縫師傅		303	2	10000	14000	210					3	3	3	3	3	3	3	3	3	3	3	8	3	3	3	8	8	8	8	8	8	8	8	6				
御用裁縫師		304	2	20000	29000	210					3	3	3	3	3	3	3	3	3	3	3	10	3	3	3	10	10	10	10	10	10	10	10	8				
裁縫名師		305	2	40000	47000	210					4	4	4	4	4	4	4	4	4	4	4	11	4	4	4	10	10	10	10	10	10	10	10	10				
裁縫巨匠		306	2	20000	1000000	210					5	5	5	5	5	5	5	5	5	5	5	11	5	5	5	10	10	10	10	10	10	10	10	10				
裁縫神匠		307	2	20000	1000000	210					5	5	5	5	5	5	5	5	5	5	5	11	5	5	5	10	10	10	10	10	10	10	10	10				
長袍學徒		311	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	4	4	4	4	4	4	4	4					
長袍工		312	2	5000	4000	211					2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	6	6	6	6	6	6	6	6	4				
資深長袍師傅		313	2	10000	14000	211					3	3	3	3	3	3	3	3	3	3	3	3	8	3	3	8	8	8	8	8	8	8	8	6				
御用長袍師傅		314	2	20000	29000	211					3	3	3	3	3	3	3	3	3	3	3	3	10	3	3	10	10	10	10	10	10	10	10	8				
長袍名師		315	2	40000	47000	211					4	4	4	4	4	4	4	4	4	4	4	4	11	4	4	10	10	10	10	10	10	10	10	10				
長袍巨匠		316	2	20000	1000000	211					5	5	5	5	5	5	5	5	5	5	5	5	11	5	5	10	10	10	10	10	10	10	10	10				
長袍神匠		317	2	20000	1000000	211					5	5	5	5	5	5	5	5	5	5	5	5	11	5	5	10	10	10	10	10	10	10	10	10				
制靴學徒		321	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	4	4	4	4	4	4	4	4					
制靴工		322	2	5000	4000	212					2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	6	6	6	6	6	6	6	6	4				
資深制靴師傅		323	2	10000	14000	212					3	3	3	3	3	3	3	3	3	3	3	3	3	8	3	8	8	8	8	8	8	8	8	6				
御用制靴師		324	2	20000	29000	212					3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10	10	10	10	10	10	10	8				
制靴名師		325	2	40000	47000	212					4	4	4	4	4	4	4	4	4	4	4	4	4	11	4	10	10	10	10	10	10	10	10	10				
制靴巨匠		326	2	20000	1000000	212					5	5	5	5	5	5	5	5	5	5	5	5	5	11	5	10	10	10	10	10	10	10	10	10				
制靴神匠		327	2	20000	1000000	212					5	5	5	5	5	5	5	5	5	5	5	5	5	11	5	10	10	10	10	10	10	10	10	10				
制鞋學徒		331	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4					
制鞋工		332	2	5000	4000	213					2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	4				
資深制鞋師傅		333	2	10000	14000	213					3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	8	6				
