幽灵	121	20	5	2	17	16	29	18	25	200	4	10	0	0	20	80	0	0	0	0	0	0	0	0	0	1	0	0	7	101120	100	0	32		1	7300	7400	530							
鬼灵	122	20	5	2	7	19	25	23	31	200	4	10	0	0	0	0	80	20	0	0	0	0	0	0	1	1	0	0	7	101121	100	0	33		1	7300	7400								
亡灵	123	20	5	2	12	25	28	13	27	200	4	10	0	0	0	0	20	80	0	0	0	0	0	0	1	1	0	0	7	101122	100	0	34		1	7300	7400	2630							
死灵	124	20	5	2	8	26	30	15	26	200	4	10	0	0	80	20	0	0	0	0	0	0	0	0	0	1	0	0	7	101123	100	0	35		1	7300	2330								
小石像怪	201	20	5	3	14	19	9	29	24	50	1	30	0	0	50	50	0	0	0	0	0	0	0	0	0	3	0	0	9	101200	100	0	36		1	7300	7400								
使魔	202	30	5	3	19	18	13	25	25	50	1	30	0	0	0	0	70	30	0	0	0	0	0	0	0	3	0	0	9	101201	100	0	37		1	7300	7400								
水蓝鸟魔	203	20	5	3	20	21	8	23	23	50	1	30	0	0	30	70	0	0	0	0	0	0	0	0	1	3	0	0	9	101202	100	0	38		1	7300	7400	630							
小恶魔	204	20	5	3	19	18	7	23	28	50	1	30	0	0	70	0	0	30	0	0	0	0	0	0	0	3	0	0	9	101203	100	0	39		1	7300	7400	8030							
迷你石像怪	205	20	5	3	21	17	8	22	27	50	1	30	0	0	0	0	30	70	0	0	0	0	0	0	1	3	0	0	9	101204	100	0	40		1	7300	7400	1030							
丘比特	206	20	5	3	10	20	5	35	35	300	6	50	0	0	0	0	50	50	0	0	0	0	0	0	2	4	0	0	9	101205	100	0	41		1	7300	7400								
石像怪	211	20	5	3	12	28	30	20	20	250	5	0	0	0	90	0	0	10	0	0	0	0	0	0	1	0	0	0	6	101210	100	0	42		1	7300	7400	7730	1830						
血魔	212	20	5	3	11	29	24	23	23	250	5	0	0	0	0	10	90	0	0	0	0	0	0	0	0	0	0	0	6	101211	100	0	43		1	7300	7400	7930	2130						
堕天使	213	20	5	3	9	26	26	25	24	250	5	0	0	0	10	90	0	0	0	0	0	0	0	0	1	0	0	0	6	101212	100	0	44		1	7300	7400	7830	2030						
恶魔	214	20	5	3	8	25	24	24	29	250	5	0	0	0	0	0	10	90	0	0	0	0	0	0	0	0	0	0	6	101213	100	0	45		1	7300	7400	7530	2230						
小蝙蝠	241	30	5	3	9	24	14	29	19	50	1	40	0	0	60	40	0	0	0	0	0	0	0	0	0	4	0	0	10	101240	100	0	46		1	7300	7400								
扫把蝙蝠	242	20	5	3	11	26	10	27	16	50	1	40	0	0	0	60	40	0	0	0	0	0	0	0	1	4	0	0	10	101241	100	0	47		1	7300	7400	630							
迷你蝙蝠	243	20	5	3	9	24	18	25	14	50	1	40	0	0	0	0	60	40	0	0	0	0	0	0	0	4	0	0	10	101242	100	0	48		1	7300	7400								
水果蝙蝠	244	20	5	3	15	23	13	24	15	50	1	40	0	0	40	0	0	60	0	0	0	0	0	0	1	4	0	0	10	101243	100	0	49		1	7300	7400	7930							
恶魔蝙蝠	245	20	5	3	11	32	8	27	22	300	6	50	0	0	0	80	20	0	0	0	0	0	0	0	2	4	0	0	10	101244	100	0	50		1	7300	7400								
天使蝙蝠	246	20	5	3	7	20	10	35	28	300	6	50	0	0	20	0	0	80	0	0	0	0	0	0	2	4	0	0	10	101245	100	0	51		1	7300	7400								
大蝙蝠	251	20	5	3	21	26	21	26	11	200	4	10	0	0	70	30	0	0	0	0	0	0	0	0	0	1	0	0	7	101250	100	0	52		1	7300	8130								
巨蝙蝠	252	20	5	3	25	28	20	22	10	200	4	10	0	0	0	0	30	70	0	0	0	0	0	0	0	1	0	0	7	101251	100	0	53		1	7300	7400	2630							
海蝙蝠	253	20	5	3	16	27	25	28	9	200	4	10	0	0	30	70	0	0	0	0	0	0	0	0	0	1	0	0	7	101252	100	0	54		1	7300	7400	930							
胖蝙蝠	254	20	5	3	23	22	18	24	18	200	4	10	0	0	0	0	70	30	0	0	0	0	0	0	1	1	0	0	7	101253	100	0	55		1	7300	7400	7930							
兔耳蝙蝠	255	20	5	3	19	24	16	29	12	200	4	10	0	0	0	50	50	0	0	0	0	0	0	0	1	2	0	0	8	101254	100	0	56		1	7300	7400								
蓝蝎	301	20	5	4	18	25	45	11	6	200	4	10	0	0	0	90	10	0	0	0	0	0	0	0	1	1	0	0	7	101300	100	0	57		1	7300	7400	7630							
红蝎	302	20	5	4	17	26	40	17	5	200	4	10	0	0	0	0	90	10	0	0	0	0	0	0	0	1	0	0	7	101301	100	0	58		1	7300	7400	7730							
黄蝎	303	20	5	4	18	28	41	10	8	200	4	10	0	0	10	0	0	90	0	0	0	0	0	0	1	1	0	0	7	101302	100	0	59		1	7300	7400	7530							
杀手蝎	304	20	5	4	28	27	36	9	5	200	4	10	0	0	90	10	0	0	0	0	0	0	0	0	0	1	0	0	7	101303	100	0	60		1	7300	7400	8130							
杀人蜂	311	20	5	4	10	35	10	35	10	150	3	20	0	0	50	0	0	50	0	0	0	0	0	0	1	2	0	0	8	101310	100	0	61		1	7300	630								
异型蜂	312	20	5	4	12	31	9	33	15	150	3	20	0	0	0	0	50	50	0	0	0	0	0	0	0	2	0	0	8	101311	100	0	62		1	7300	7530								
虎头蜂	313	20	5	4	11	38	6	36	9	150	3	20	0	0	70	0	0	30	0	0	0	0	0	0	1	2	0	0	8	101312	100	0	63		1	7300	7400	7930							
黄蜂	314	20	5	4	8	36	11	41	4	150	3	20	0	0	0	0	70	30	0	0	0	0	0	0	0	2	0	0	8	101313	100	0	64		1	7300	7530								
死亡蜂	315	20	5	4	5	37	13	39	6	150	3	20	0	0	0	70	30	0	0	0	0	0	0	0	1	2	0	0	8	101314	100	0	65		1	7300	7400	30							
螳螂	321	20	5	4	14	42	20	25	9	250	5	0	0	0	60	0	0	40	0	0	0	0	0	0	0	0	0	0	6	101320	100	0	66		1	7300	7400	130							
杀人螳螂	322	20	5	4	10	43	18	24	15	250	5	0	0	0	0	40	60	0	0	0	0	0	0	0	1	0	0	0	6	101321	100	0	67		1	7300	7400								
赤目螳螂	323	20	5	4	12	42	17	27	12	250	5	0	0	0	0	0	40	60	0	0	0	0	0	0	1	0	0	0	6	101322	100	0	68		1	7300	630	930							
死灰螳螂	324	20	5	4	13	38	15	31	13	250	5	0	0	0	0	50	50	0	0	0	0	0	0	0	1	0	0	0	6	101323	100	0	69		1	7300	7400	1130							
致命螳螂	325	20	5	4	18	41	16	25	10	250	5	0	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	6	101324	100	0	70		1	7300	7400	8130							
土蜘蛛	331	20	5	4	24	13	16	21	21	100	2	30	0	0	100	0	0	0	0	0	0	0	0	0	0	3	0	0	9	101330	100	0	71		1	7300	7400								
水蜘蛛	332	20	5	4	22	14	15	18	26	100	2	30	0	0	0	100	0	0	0	0	0	0	0	0	1	3	0	0	9	101331	100	0	72		1	7300	7400	2030							
火蜘蛛	333	20	5	4	20	20	14	23	18	100	2	30	0	0	0	0	100	0	0	0	0	0	0	0	0	3	0	0	9	101332	100	0	73		1	7300	7630								
风蜘蛛	334	20	5	4	23	26	13	17	16	100	2	30	0	0	0	0	0	100	0	0	0	0	0	0	1	3	0	0	9	101333	100	0	74		1	7300	7530	1330							
树精	401	20	5	5	30	15	30	10	15	150	3	20	0	0	0	40	60	0	0	0	0	0	0	0	0	2	0	0	8	101400	100	0	75		1	7300	7400								
死亡树精	402	20	5	5	26	18	35	7	14	150	3	20	0	0	60	40	0	0	0	0	0	0	0	0	1	2	0	0	8	101401	100	0	76		1	7300	7730	1530							
黄金树精	403	20	5	5	36	20	26	8	15	300	6	50	0	0	40	0	0	60	0	0	0	0	0	0	2	4	0	0	8	101402	100	0	77		1	7300	7400								
惨白树精	404	20	5	5	27	14	26	15	18	150	3	20	0	0	0	0	30	70	0	0	0	0	0	0	1	2	0	0	8	101403	100	0	78		1	7300	7400	2630							
冰冷树精	405	20	5	5	28	13	25	14	20	150	3	20	0	0	0	70	30	0	0	0	0	0	0	0	0	2	0	0	8	101404	100	0	79		1	7300	7400	2030							
沼泽树精	406	20	5	5	29	12	27	13	19	150	3	20	0	0	70	30	0	0	0	0	0	0	0	0	1	2	0	0	8	101405	100	0	80		1	7300	7400	7530							
妖草	411	20	5	5	24	9	14	14	34	100	2	30	0	0	80	20	0	0	0	0	0	0	0	0	0	3	0	0	9	101410	100	0	81		1	7300	7400	1930							
蔓陀罗草	412	20	5	5	23	11	12	13	36	100	2	30	0	0	50	0	0	50	0	0	0	0	0	0	1	3	0	0	9	101411	100	0	82		1	7300	1930	2230							
妖花	413	20	5	5	25	10	10	17	33	100	2	30	0	0	0	0	50	50	0	0	0	0	0	0	0	3	0	0	9	101412	100	0	83		1	7300	7400	2230							
人魔草	414	20	5	5	20	15	9	12	39	100	2	30	0	0	0	80	20	0	0	0	0	0	0	0	1	3	0	0	9	101413	100	0	84		1	7300	7400	2430							
绿色口臭鬼	421	20	5	5	36	21	14	13	21	200	4	10	0	0	90	0	0	10	0	0	0	0	0	0	0	1	0	0	7	101420	100	0	85		1	7300	7400	7530							
黄色口臭鬼	422	20	5	5	35	25	16	9	20	200	4	10	0	0	10	0	0	90	0	0	0	0	0	0	0	1	0	0	7	101421	100	0	86		1	7300	7400	8030							
蓝色口臭鬼	423	20	5	5	33	23	13	16	25	200	4	10	0	0	0	90	10	0	0	0	0	0	0	0	1	1	0	0	7	101422	100	0	87		1	7300	7400	7830							
红色口臭鬼	424	20	5	5	42	19	12	10	27	200	4	10	0	0	0	10	90	0	0	0	0	0	0	0	1	1	0	0	7	101423	100	0	88		1	7300	7400								
凶暴仙人掌	431	20	5	5	25	27	20	10	18	150	3	20	0	0	50	0	0	50	0	0	0	0	0	0	0	2	0	0	8	101430	100	0	89		1	7300	7400	8030							
武术仙人掌	432	20	5	5	22	30	25	8	15	150	3	20	0	0	50	50	0	0	0	0	0	0	0	0	1	2	0	0	8	101431	100	0	90		1	7300	7400	7930							
兔耳仙人掌	433	20	5	5	26	33	17	12	12	150	3	20	0	0	0	0	50	50	0	0	0	0	0	0	1	2	0	0	8	101432	100	0	91		1	7300	7400	30							
印地安仙人掌	434	20	5	5	24	34	22	7	13	150	3	20	0	0	0	50	50	0	0	0	0	0	0	0	0	2	0	0	8	101433	100	0	92		1	7300	7400	7830							
火焰舞者	435	20	5	5	17	36	16	13	23	150	3	20	0	0	0	20	80	0	0	0	0	0	0	0	2	2	0	0	8	101434	100	0	93		1	7300	7400								
史莱姆	501	20	5	7	44	24	9	4	14	100	2	30	0	0	90	0	0	10	0	0	0	0	0	0	0	3	0	0	9	101500	100	0	94		1	7300									
液态史莱姆	502	20	5	7	47	22	13	3	10	100	2	30	0	0	10	90	0	0	0	0	0	0	0	0	0	3	0	0	9	101501	100	0	95		1	7300	1230								
果冻史莱姆	503	20	5	7	43	29	4	8	11	100	2	30	0	0	0	10	90	0	0	0	0	0	0	0	1	3	0	0	9	101502	100	0	96		1	7300	8130								
布丁史莱姆	504	20	5	7	38	23	10	6	18	100	2	30	0	0	0	0	10	90	0	0	0	0	0	0	1	3	0	0	9	101503	100	0	97		1	7300	7400	7930							
火精	511	20	5	7	23	23	23	23	23	300	6	50	0	0	0	0	100	0	0	0	0	0	0	0	2	4	0	0	9	101510	100	0	98		1	7300	7400								
风精	512	20	5	7	23	23	23	23	23	300	6	50	0	0	0	0	0	100	0	0	0	0	0	0	2	4	0	0	9	101511	100	0	99		1	7300	7400								
水精	513	20	5	7	23	23	23	23	23	300	6	50	0	0	0	100	0	0	0	0	0	0	0	0	2	4	0	0	9	101512	100	0	100		1	7300	7400								
地精	514	20	5	7	23	23	23	23	23	300	6	50	0	0	100	0	0	0	0	0	0	0	0	0	2	4	0	0	9	101513	100	0	101		1	7300	7400								
顽皮炸弹	521	20	5	7	13	13	13	13	38	50	1	40	0	0	80	20	0	0	0	0	0	0	0	0	0	4	0	0	10	101520	100	0	102		1	7300	1930								
宝贝炸弹	522	20	5	7	12	15	9	14	40	50	1	40	0	0	0	80	20	0	0	0	0	0	0	0	1	4	0	0	10	101521	100	0	103		1	7300	7400	2430							
大炸弹	523	20	5	7	10	18	12	12	38	50	1	40	0	0	0	0	80	20	0	0	0	0	0	0	1	4	0	0	10	101522	100	0	104		1	7300	7400	2530							
漂浮炸弹	524	20	5	7	14	12	12	15	37	50	1	40	0	0	20	0	0	80	0	0	0	0	0	0	0	4	0	0	10	101523	100	0	105		1	7300	2230								
丸子炸弹	525	20	5	7	15	15	5	15	45	300	6	50	0	0	50	0	0	50	0	0	0	0	0	0	2	4	0	0	10	101524	100	0	106		1	7300	7400								
幻影	531	20	5	7	18	24	23	15	30	300	6	50	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	6	101530	100	0	107		0	7300	7400								
旋律影子	532	20	5	7	22	26	20	17	25	300	6	50	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	6	101531	100	0	108		0	7300	7400								
闇影	533	20	5	7	23	21	21	21	24	300	6	50	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	6	101532	100	0	109		0	7300	7400								
阴影	534	20	5	7	26	22	20	20	22	300	6	50	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	6	101533	100	0	110		0	7300	7400								
血腥之刃	601	20	5	8	7	37	32	12	22	250	5	0	0	0	90	10	0	0	0	0	0	0	0	0	1	0	0	0	6	101600	100	0	111		1	7300	7400								
杀龙之刃	602	20	5	8	15	35	39	9	17	250	5	0	0	0	0	90	10	0	0	0	0	0	0	0	0	0	0	0	6	101601	100	0	112		1	7300	7400	30							
火焰之刃	603	20	5	8	8	37	26	10	29	250	5	0	0	0	0	0	90	10	0	0	0	0	0	0	0	0	0	0	6	101602	100	0	113		1	7300	2130								
烈风之刃	604	20	5	8	10	42	27	11	25	250	5	0	0	0	10	0	0	90	0	0	0	0	0	0	1	0	0	0	6	101603	100	0	114		1	7300	7400	2630							
吓人箱	611	20	5	8	9	24	24	9	29	100	2	30	0	0	0	0	20	80	0	0	0	0	0	0	0	3	0	0	9	101610	100	0	115		1	7300	7400	7930							
兔耳吓人箱	612	20	5	8	7	22	21	14	31	100	2	30	0	0	0	20	80	0	0	0	0	0	0	0	0	3	0	0	9	101611	100	0	116		1	7300	7400	8030							
红魔吓人箱	613	20	5	8	10	30	25	10	25	150	3	20	0	0	0	50	50	0	0	0	0	0	0	0	0	2	0	0	8	101612	100	0	117		1	7300	7400	8130							
蓝魔吓人箱	614	20	5	8	13	35	26	6	20	150	3	20	0	0	20	80	0	0	0	0	0	0	0	0	0	2	0	0	8	101613	100	0	118		1	7300	7400	930							
绿蛙吓人箱	615	20	5	8	11	33	27	8	21	150	3	20	0	0	80	0	0	20	0	0	0	0	0	0	0	2	0	0	8	101614	100	0	119		1	7300	7400	1130							
纯白吓人箱	616	20	5	8	7	22	27	9	35	300	6	50	0	0	50	0	0	50	0	0	0	0	0	0	1	4	0	0	9	101615	100	0	120		1	7300	7400	1330	1430	1530	1630	1730	1830		
冰怪	621	20	5	8	18	28	44	5	10	200	4	10	0	0	0	100	0	0	0	0	0	0	0	0	0	1	0	0	7	101620	100	0	121		1	7300	7400	330							
石怪	622	20	5	8	13	36	41	4	11	200	4	10	0	0	100	0	0	0	0	0	0	0	0	0	0	1	0	0	7	101621	100	0	122		1	7300	7400								
银怪	623	20	5	8	8	30	46	6	15	200	4	10	0	0	0	0	100	0	0	0	0	0	0	0	1	1	0	0	7	101622	100	0	123		1	7300	7400								
金怪	624	20	5	8	12	39	38	3	13	200	4	10	0	0	0	0	0	100	0	0	0	0	0	0	1	1	0	0	7	101623	100	0	124		1	7300	7400								
恶魔螃蟹	631	20	5	8	14	30	33	9	9	100	2	30	0	0	0	20	80	0	0	0	0	0	0	0	0	3	0	0	9	101630	100	0	125		1	7300	7400	30							
水晶螃蟹	632	20	5	8	16	29	34	8	8	100	2	30	0	0	0	80	20	0	0	0	0	0	0	0	0	3	0	0	9	101631	100	0	126		1	7300	7400	7830							
铁剪螃蟹	633	20	5	8	12	32	35	10	6	100	2	30	0	0	80	0	0	20	0	0	0	0	0	0	1	3	0	0	9	101632	100	0	127		1	7300	7400	330							
黄金螃蟹	634	20	5	8	20	28	32	5	10	100	2	30	0	0	20	0	0	80	0	0	0	0	0	0	1	3	0	0	9	101633	100	0	128		1	7300	830								
蜥蜴战士	701	20	5	1	20	30	30	10	10	150	3	20	0	0	70	0	0	30	0	0	0	0	0	0	0	2	0	0	8	101700	100	0	129		1	7300	7400								
蜥蜴斗士	702	20	5	1	16	35	35	6	8	150	3	20	0	0	30	70	0	0	0	0	0	0	0	0	1	2	0	0	8	101701	100	0	130		1	7300	7400	30							
蜥蜴武士	703	20	5	1	18	29	28	13	12	150	3	20	0	0	0	30	70	0	0	0	0	0	0	0	0	2	0	0	8	101702	100	0	131		1	7300	7400								
猎豹蜥蜴	704	20	5	1	21	34	26	8	11	150	3	20	0	0	0	0	30	70	0	0	0	0	0	0	1	2	0	0	8	101703	100	0	132		1	7300	7400								
大地翼龙	711	20	5	1	27	26	30	18	9	250	5	0	0	0	100	0	0	0	0	0	0	0	0	0	1	0	0	0	6	101710	100	0	133		1	7300	7400	7530							
寒冰翼龙	712	20	5	1	28	28	29	15	10	250	5	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	6	101711	100	0	134		1	7300	7400	7830							
火焰翼龙	713	20	5	1	31	31	23	14	11	250	5	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	6	101712	100	0	135		1	7300	7400								
烈风翼龙	714	20	5	1	30	28	21	18	13	250	5	0	0	0	0	0	0	100	0	0	0	0	0	0	1	0	0	0	6	101713	100	0	136		1	7300	7400								
翼龙	715	20	5	1	30	28	24	17	16	250	5	0	0	0	0	50	50	0	0	0	0	0	0	0	2	0	0	0	6	101714	100	0	137		1	7300	7400								
地龙蜥	721	20	5	1	27	32	32	13	6	200	4	10	0	0	80	20	0	0	0	0	0	0	0	0	0	1	0	0	7	101720	100	0	138		1	7300	7400	330							
水龙蜥	722	20	5	1	34	36	32	9	4	200	4	10	0	0	0	80	20	0	0	0	0	0	0	0	0	1	0	0	7	101721	100	0	139		1	7300	7400	7730							
火龙蜥	723	20	5	1	30	35	35	10	5	200	4	10	0	0	0	0	80	20	0	0	0	0	0	0	1	1	0	0	7	101722	100	0	140		1	7300	7400								
风龙蜥	724	20	5	1	33	33	29	8	7	200	4	10	0	0	20	0	0	80	0	0	0	0	0	0	1	1	0	0	7	101723	100	0	141		1	7300	7400	1230							
哥布林	801	20	5	0	25	25	25	15	5	50	1	40	0	0	70	30	0	0	0	0	0	0	0	0	0	3	0	0	9	101800	100	0	142		1	7300	7400								
红帽哥布林	802	20	5	0	21	28	27	18	3	100	2	30	0	0	0	70	30	0	0	0	0	0	0	0	0	3	0	0	9	101801	100	0	143		1	7300	7400	30							
火焰哥布林	803	20	5	0	20	26	24	13	12	100	2	30	0	0	0	0	70	30	0	0	0	0	0	0	1	3	0	0	9	101802	100	0	144		1	7300	7400	830							
烈风哥布林	804	20	5	0	28	24	22	21	2	100	2	30	0	0	30	0	0	70	0	0	0	0	0	0	1	3	0	0	9	101803	100	0	145		1	7300	7400								
巨人	811	20	5	0	36	33	22	7	12	250	5	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	6	101810	100	0	146		1	7300	7400	330							
单眼巨人	812	20	5	0	32	32	18	10	18	250	5	0	0	0	0	100	0	0	0	0	0	0	0	0	1	0	0	0	6	101811	100	0	147		1	7300	7400								
泰坦巨人	813	20	5	0	37	28	26	6	13	250	5	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	6	101812	100	0	148		1	7300	7400								
亚特拉斯巨神	814	20	5	0	35	35	15	15	10	250	5	0	0	0	0	0	100	0	0	0	0	0	0	0	1	0	0	0	6	101813	100	0	149		1	7300	7400	1230							
盗贼	821	20	5	0	21	26	19	29	10	300	6	30	0	0	0	0	50	50	0	0	0	0	0	0	0	4	0	0	7	101820	100	0	150		0	7300	7400								
山贼	822	20	5	0	26	25	22	24	8	300	6	30	0	0	50	0	0	50	0	0	0	0	0	0	0	4	0	0	7	101821	100	0	151		0	7300	7400								
海盗	823	20	5	0	17	29	21	26	12	300	6	30	0	0	0	50	50	0	0	0	0	0	0	0	0	4	0	0	7	101822	100	0	152		0	7300	7400								
破坏狂	824	20	5	0	25	24	28	22	6	300	6	30	0	0	50	50	0	0	0	0	0	0	0	0	0	4	0	0	7	101823	100	0	153		0	7300	7400								
鸟人	831	20	5	0	15	15	15	35	20	150	3	20	0	0	90	0	0	10	0	0	0	0	0	0	0	2	0	0	8	101830	100	0	154		1	7300	7400	1730							
幻歌妖	832	20	5	0	13	16	18	36	17	150	3	20	0	0	10	90	0	0	0	0	0	0	0	0	1	2	0	0	8	101831	100	0	155		1	7300	7630								
狠毒鸟人	833	20	5	0	16	17	12	37	18	150	3	20	0	0	0	10	90	0	0	0	0	0	0	0	0	2	0	0	8	101832	100	0	156		1	7300	7400	930							
烈风鸟人	834	20	5	0	11	18	10	40	21	150	3	20	0	0	0	0	10	90	0	0	0	0	0	0	1	2	0	0	8	101833	100	0	157		1	7300	7400	2630							
黑暗鸟人	835	20	5	0	17	9	9	41	29	150	3	20	0	0	50	0	0	50	0	0	0	0	0	0	1	2	0	0	8	101834	100	0	158		1	7300	7400	7730							
地龙	901	80	5	9	30	50	30	20	20	300	6	0	0	0	100	0	0	0	100	100	100	100	100	100	1	0	0	0	10	101900	100	0			0	7300	7400								
冰龙	902	80	5	9	30	50	30	20	20	300	6	0	0	0	0	100	0	0	100	100	100	100	100	100	1	0	0	0	10	101901	100	0			0	7300	7400								
炎龙	903	80	5	9	30	50	30	20	20	300	6	0	0	0	0	0	100	0	100	100	100	100	100	100	1	0	0	0	10	101902	100	0			0	7300	7400								
风龙	904	80	5	9	30	50	30	20	20	300	6	0	0	0	0	0	0	100	100	100	100	100	100	100	1	0	0	0	10	101903	100	0			0	7300	7400								
圣龙	905	90	5	9	30	50	30	20	20	300	6	0	0	0	100	100	100	100	100	100	100	100	100	100	2	0	0	0	10	101904	100	0			0	7300	7400								
魔龙	906	90	5	9	30	50	30	20	20	300	6	0	0	0	100	100	100	100	100	100	100	100	100	100	2	0	0	0	10	101905	100	0			0	7300	7400								
被诅咒的东西	911	100	5	9	15	30	25	30	50	300	6	0	0	0	100	100	100	100	100	100	100	100	100	100	1	0	0	0	10	101910	100	0			0	7300	7400								
被诅咒的东西	912	100	5	9	15	30	25	30	50	300	6	0	0	0	100	100	100	100	100	100	100	100	100	100	1	0	0	0	10	101911	100	0			0	7300	7400								
