20233_狩獵地帶

#20230_關都地區_真新鎮
320246	20246	4	78	20246	8	78
320246	20246	8	79	20246	8	78
320246	20246	8	82	20246	8	78
320246	20246	4	82	20246	8	78
320246	20246	4	83	20246	8	78
320246	20246	5	81	20246	9	83
320246	20246	9	81	20246	9	83
320246	20246	11	83	20246	15	85
320246	20246	13	83	20246	15	85
320246	20246	15	83	20246	15	85
320246	20246	11	81	20246	15	85
320246	20246	10	84	20246	14	82
320246	20246	12	84	20246	14	82
320246	20246	14	84	20246	14	82
320246	20246	10	86	20246	14	82
320246	20246	13	86	20246	14	82
320246	20246	16	85	20246	16	80
320246	20246	16	83	20246	16	80
320246	20246	16	81	20246	16	80
320246	20246	13	90	20246	2	86
320246	20246	8	90	20246	2	86
320246	20246	8	86	20246	2	86
320246	20246	4	86	20246	2	86
320246	20246	6	89	20246	6	87
320246	20246	6	91	20246	6	87
320246	20246	11	85	20246	11	87
320246	20246	13	85	20246	11	87
320246	20246	13	89	20246	9	91
320246	20246	9	89	20246	9	91
320246	20246	10	92	20246	14	92
#火箭隊總部B3陷阱
320246	20246	75	16	20246	77	16
320246	20246	77	18	20246	77	16
320246	20246	79	21	20246	79	20
320246	20246	75	20	20246	79	20
320246	20246	75	22	20246	79	20
320246	20246	75	24	20246	79	20
320246	20246	71	24	20246	79	20
320246	20246	73	22	20246	79	20
320246	20246	73	25	20246	79	20
320246	20246	73	16	20246	71	16
320246	20246	71	18	20246	75	18
320246	20246	78	17	20246	78	21
320246	20246	76	21	20246	78	21
320246	20246	74	21	20246	78	21
320246	20246	72	23	20246	76	27
320246	20246	76	23	20246	76	27
#火箭隊總部電梯
320246	20246	30	88	20246	50	55
320246	20246	50	55	20246	30	88
320246	20246	30	27	20246	32	55
320246	20246	32	55	20246	30	27
320246	20246	95	92	20246	68	55
320246	20246	68	55	20246	95	92


#華藍洞窟
320247	20230	277	82	20247	41	35
320247	20247	41	35	20230	277	82
320247	20247	43	5	20247	41	75
320247	20247	41	75	20247	43	5
320247	20247	38	17	20247	33	82
320247	20247	33	82	20247	38	17
320247	20247	30	19	20247	30	83
320247	20247	30	83	20247	30	19
320247	20247	15	5	20247	18	74
320247	20247	18	74	20247	15	5
320247	20247	8	24	20247	14	87
320247	20247	14	87	20247	8	24
320247	20247	6	8	20247	11	78
320247	20247	11	78	20247	6	8
320247	20247	5	12	20247	8	141
320247	20247	8	141	20247	5	12


#廢舊豪宅
320248	20230	129	543	20248	10	36
320248	20248	10	36	20230	129	543
320248	20248	38	36	20230	129	543
320248	20248	39	36	20230	129	543
320248	20248	13	15	20248	9	72
320248	20248	9	72	20248	13	15
320248	20248	28	29	20248	97	88
320248	20248	97	88	20248	28	29
320248	20248	13	63	20248	12	123
320248	20248	12	123	20248	13	63
320248	20248	13	73	20248	14	132
320248	20248	14	132	20248	13	73
320248	20248	40	82	20248	40	141
320248	20248	40	141	20248	40	82
320248	20248	23	140	20248	23	23
320248	20248	24	140	20248	23	23
320248	20248	25	140	20248	23	23
320248	20248	28	140	20248	23	23
320248	20248	29	140	20248	23	23


#寶可夢塔
320249	20230	417	238	20249	14	27
320249	20249	13	27	20230	417	238
320249	20249	14	27	20230	417	238
320249	20249	24	14	20249	23	50
320249	20249	23	50	20249	24	14
320249	20249	6	50	20249	6	86
320249	20249	6	86	20249	6	50
320249	20249	23	86	20249	95	14
320249	20249	95	14	20249	23	86
320249	20249	78	14	20249	78	50
320249	20249	78	50	20249	78	14
320249	20249	95	50	20249	95	86
320249	20249	95	86	20249	95	50
320249	20249	86	94	20249	50	58
320249	20249	50	58	20249	86	94


#聖特安努號
320261	20230	294	373	20261	65	0
320261	20261	65	0	20230	294	373
320261	20261	80	28	20261	82	142
320261	20261	82	142	20261	80	28
320261	20261	18	14	20261	18	52
320261	20261	18	52	20261	18	14
320261	20261	17	71	20261	73	107
320261	20261	73	107	20261	17	71
320261	20261	52	107	20261	24	106
320261	20261	24	106	20261	52	107
320261	20261	75	54	20261	89	90
320261	20261	89	90	20261	75	54

